,index,sentence,old_model_label,pred_label
5620,5620, united you suck 9 hour delay ,0,
5621,5621, jetblue walked from the gate to the just ask desk by gate 1 http co p6ucbvlv5e,0,
5622,5622, jetblue airways to continue various commercial relationships with lufthansa capa_aviation http co o5sifhp4rt,1,
5623,5623, united even though technically after land will be silver ,1,
5624,5624, jetblue if had made as many mistakes as you in as short period of time would have lost my job at this point ,0,
5625,5625, jetblue it seems almost inconceivable that sitting 5 year old alone is considered okay but this guy thinks so http co q9n6nzyspk,0,
5626,5626, americanair my reservation is on hold not me wish was on hold but that not possible with the phone issues at americanair,0,
5627,5627, southwestair that would be great thank you ll send it over when you follow ,2,
5628,5628, jetblue only wish your ground operation was as expedient as your twitter response team delay just got extended ,0,
5629,5629, usairways they say connections are good still but another reflight booking problems is the last thing need today,0,
5630,5630, americanair finally called me back but hasn spoken to me like the worst prank call ever ,0,
5631,5631, virginamerica all crap channels which is why pay to watch uk tv,0,
5632,5632, americanair phone just disconnects if you stay on the line need to checkout of hotel in 2 hrs amp have no place to go can keep calling ,0,
5633,5633, americanair you should really help cowboycerrone out you are getting ton of bad publicity right now willneverflywithyou,0,
5634,5634, jetblue yup 33036 feet but no selfie ,1,
5635,5635, americanair um down south has snow too atl,1,
5636,5636, southwestair any word when the customer relations department will open back up ,1,
5637,5637, united flight 4841 3 gate changes on top of this really hoping you can compensate with some points mileage to my account ,0,
5638,5638, jetblue called jet blue to get an explanation and make sure it would not happen in the future was told to write the fraud dept ,0,
5639,5639, virginamerica pilot says we expect choppy landing in nyc due to some gusty winds a temperature of about 5 degrees amp the windchill 8,1,
5640,5640, united on the plane but thanks maybe don let so many people check in by themselves teeming with morons ,2,
5641,5641, southwestair will you ever have nonstop from sjc to bna we ll take sfo or oak too pleaseeeeee thank you ,1,
5642,5642, usairways since jan 22 have been on 10 flights why the disrespect in clt flt 2063 at 2 50pm on 18feb to dca just asked herba question,0,
5643,5643, united no it was 2 flight cancelled flightlations one due to weather one mechanical paid own hotel bag held in transfer no voucher compensation,0,
5644,5644, jetblue why wasn a 15 service credit voucher received for tv not working accepted on my next flight for pillow ,0,
5645,5645, usairways gold desk quoting me 900 to rebook due to weather can buy first seat on same flight for 440 why on hold for 45 mins now,0,
5646,5646, united yaayy yay prom http co dxicoyioxf,1,
5647,5647, southwestair love imagine dragons flipping much pls destinationdragons,2,
5648,5648, southwestair why can i reschedule my flight online ,0,
5649,5649, united to start daily b777 200er flights from newark to milan malpensa replacing b767 400er on 7apr instead 28mar avgeek,1,
5650,5650, jetblue your customer service agent bonnie is amazing on the phone she deserves promotion ,2,
5651,5651, americanair still waiting for flight should get my money back,0,
5652,5652, usairways gate agents are now working with everyone to resolve connecting flight issues which is my concern,0,
5653,5653,wanted to get my bag benefit but instead get 25 pricing on all three tickets when adding card mp visa is only option united,0,
5654,5654, southwestair not sure can trust statement with that many small numbers above words http co o3srl1hfho,0,
5655,5655, united thanks for the lack of help and the canned response from the 1k desk ,0,
5656,5656, americanair research buddy read my previous tweets and get some context ,1,
5657,5657, usairways m trying to cancelled flight my flight within the 24hr window but have been on hold for over an hour is there an alternate can dial ,0,
5658,5658, americanair 48 hours and still no bag could have flown to costa rica and back by now had gifts for my family in my bags ,1,
5659,5659, americanair my flight 386 from jacksonville fl to dallas is showing cancelled flightled what is going on am rebooked on another flight ,0,
5660,5660, americanair reebooked for tomorrow in aa 1389 lv dfw at 810 am arriving 12 50pm still open this flight ,1,
5661,5661, usairways any updates on flight 5202 from orf to phl no one at gate ,0,
5662,5662, jetblue know but wanted to pass it along not good for the t5 experience esp for someone who flies 2 3 times month ,0,
5663,5663, jetblue looking to for low rates bos to vegas in late flight june for 3 kids and myself for sporting event any deals or breaks,1,
5664,5664, united keeps delaying my flight horrible customer service,0,
5665,5665, united thanks for reaching out the seat was hard not enough cushion ok for short flight btw ua6465 flight and crew were great ,0,
5666,5666, usairways takes my money at once but then requires 7 to 10 days to process refund why does your auto attendant hang up usairwaysfail,0,
5667,5667, rt jetblue our fleet on fleek http co dsdebodmel,1,
5668,5668, united ill check it out appreciate the response regardless ,2,
5669,5669, southwestair your crew on 4028 tonight was outstanding god bless them and the medically trained passengers on board ,2,
5670,5670, usairways so she has to take late flightr flight booked by her corporate disney travel dept as your agent offered little help,0,
5671,5671, americanair your agent sent our family on 3 diff planes to dfw that were as late flight due to delay as the cancelled flighted plane that started this fail,0,
5672,5672, usairways keep thinking this is massive practical joke and someone is gonna appear out of thin air and take me to reno tonight ,0,
5673,5673, americanair waited on hold for two hours only to have my call really unreliable ,0,
5674,5674, united free hotel doesn make up for such poor customer service and disregard,0,
5675,5675, americanair thanks miss my dog and this delay is costing me lot of money ,0,
5676,5676, usairways ve been on hold for 41min just trying to change my reservation ,0,
5677,5677, united arriving 25 minutes early is nice but not if equipment isn ready waiting 30 minutes for luggage so far time gains wiped out ,0,
5678,5678, united measly 50 certificate is not how you appreciate loyal customers after they wait 3hrs on the tarmac during ua1116 unacceptable,0,
5679,5679, usairways just spent 3 5 hours and got nowhere entire experience epicfail,0,
5680,5680, jetblue token 75 00 goodwill voucher for passengers stuck on flight 136 from phoenix today 3 hour mark how about 27 000 per passenger,0,
5681,5681, southwestair is there problem with the website tried making changes the app and the site but got unspecified errors ,0,
5682,5682, usairways how do find an email address regarding reativation of dividend miles nothing on website,0,
5683,5683, jetblue tsa jetblue never disappoints ,2,
5684,5684, southwestair thank you ,2,
5685,5685, americanair no response to dm or email yet customer service ,0,
5686,5686, americanair elwoodblues77 m sure he understands the rules but you guys just have zero customer service staff your damn counters ,0,
5687,5687, southwestair they were moved to the 210pm flight 4649 main concern now is luggage arriving with them they were told that sw was having,0,
5688,5688, jetblue thank you for taking care of me with drink since my in flight entertainment wasn working goodcustomerservice,2,
5689,5689, southwestair saianel you could have just said we don know ,0,
5690,5690, southwestair booked 6mos early paid for early check in was assigned boarding here 3hrs early and you deleted me in error las2buf,0,
5691,5691, united dm ed the request num,1,
5692,5692, united slightly better crew spent long time searching for better altitude would have helped to let pax in on why all the sharp drops ,0,
5693,5693, southwestair had to rebook through atlanta amp now drive to nashville had to pay ridiculous price difference bad weather good for business,0,
5694,5694, jetblue can you let me know status of flight 454 pbi jfk delayed 2 5hours now on board problem with hatch ,0,
5695,5695, americanair d like to explore both options and what the cost might be to change the date and destination ,1,
5696,5696, southwestair hi do you know why wn4287 is already delayed until 9 35pm tonight thanks ,1,
5697,5697, americanair it was 639,1,
5698,5698, can you not jetblue our fleet on fleek http co udpq0fliqo ,1,
5699,5699, united that funny because emailed virginatlantic once and they found it hadn left lhr in the mean time stuck with no bag in nyc ,0,
5700,5700, jetblue great smooth flight too ,2,
5701,5701, jetblue usually have such great experience with you guys very very unhappy with you right now ,0,
5702,5702, united sad that you don think it is important to resolve your client facing team that behaves disgraceful,0,
5703,5703, americanair simply amazing smiles for miles thank for my upgrade tomorrow for ord we are spending lot of time together next few weeks ,2,
5704,5704, southwestair just realized had the wrong departure date thanks for making changes easy ,2,
5705,5705, southwestair no no no swa low fares and on time service is great but manufactured quirkiness mmm not so much signed captiveaudience,0,
5706,5706, jetblue does transferring trueblue points within family pooling members cost this is after having set up contribution to pool already ,0,
5707,5707,lines may be extra long or security slow but seems your employees too quick to blame customers who don arrive 3 4 hours ahead jetblue,0,
5708,5708, virginamerica hi just wanted to see if you have any new routes planned this year for newark love flying you guys and hope to do so more ,2,
5709,5709, southwestair quick question bought wifi for my phone do have to buy it again on my tablet have 9 hours left on my trip,1,
5710,5710, americanair you need to work harder on the disconnect between your intention and the reality your passengers face,0,
5711,5711, americanair well you guys are totally kicking million pounds of ass bar none the best sm team in the airline industry in my opinion ,2,
5712,5712, usairways will never travel with you again this is insanity storms are inevitable but making us hold to just add lap child badservice,0,
5713,5713, virginamerica see what you did there ,2,
5714,5714, usairways had baggage lost last night no call from us airways and no bags and nobody answering phone badcustomersrvice whereismybag,0,
5715,5715, usairways you won give us hotel or food can you at least suggestion options for making it to the metro city have ticket to ,0,
5716,5716, americanair fight got cancelled flighted can help me rebook flight call center is too busy to answer calls or even put me on hold yuck,0,
5717,5717, united thanks for the epic service on 863 always pleasure outstanding crew http co trqlpeinzw,2,
5718,5718, usairways glad people can put their coats in the storage area though it would be super unfortunate to leave those on the floor,1,
5719,5719, americanair my pleasure next aa flight this wednesday to milan italy for midoexhibition see you then ,2,
5720,5720, jetblue kylejudah be responsible for replacing it,0,
5721,5721, usairways fucking hate your customer service ve been on hold all morning trying to figure out why you cancelled flighted my flight ,0,
5722,5722, united got call bag is to be delivered tonight thanks for your reply ,2,
5723,5723, usairways thanks,2,
5724,5724, usairways thanks however feel like the system has failed me what is the solution ,0,
5725,5725, deltaassist what have to say is more than 140 characters plus you don follow me,0,
5726,5726, usairways stuck on tarmac for 30 mins at phl waiting for someone to load baggage ridiculous http co brcsjbxg2s,0,
5727,5727, americanair dfw gate 16 to bmi agent seriously is beyond incompetent never flying aa again if can be avoided fail pathetic,0,
5728,5728, jetblue thank you for being jetblue and not jetgreen or jetred blue is my favorite color and jet blue makes it better ,2,
5729,5729, united thanks for your response bags came but it was long wait and priority tags weren honored at all disappointing,0,
5730,5730, americanair also agent not aware clearly of http co fwkj49b1le,0,
5731,5731, jetblue lord ,1,
5732,5732, americanair you guys are totally losing me ve been an aa fan for years but telling me reps are busy and hanging up on me is really bad ,0,
5733,5733, united is there another airport closer to calgary we can fly out of tomorrow ,1,
5734,5734, americanair tried several times to select seats the only ones ever available would ve cost me 30 extra per seat ,0,
5735,5735, usairways looks like our bag has been rescued thanks ,2,
5736,5736, united tried calling too but 25 min phn wait means we miss options anyway,0,
5737,5737, jetblue thanks ,2,
5738,5738, jetblue ur wed bwi boston flights 8pm really need to be better scheduled they are almost always delayed ,0,
5739,5739, usairways us 728 refuel we ve sat for so long pilot announces where the truck is look over there to the left actual announcement ,1,
5740,5740, usairways get extended hold times due to the weather but 2 1 2 hours on hold and counting help ,0,
5741,5741, americanair can you ,0,
5742,5742, jetblue spoken to 2 reps once m allowed to check my bag and through the tsa checkpoint guarantee will be talking to someone ,0,
5743,5743, usairways thanks to kevin and team at f38ish at phl for some great service recovery tonight appreciate it ,2,
5744,5744, usairways and the lies continue just waited another hr to get boarding passes for flight supposedly created today which is now cancelled flightled ,0,
5745,5745, united thx just dm conf mqxc64 amp mpwnc2 any help appreciated,2,
5746,5746, usairways been on hold for almost 2 hours trying to rebook my cancelled flighted flight what in the world ,0,
5747,5747, usairways traveling with 2 year old would appreciate you holding up your end of good business and hosting us in our unanticipated layover ,0,
5748,5748, united hope you have solution or insurance to cover this issue,0,
5749,5749, southwestair hoping you answer the phone today ,0,
5750,5750, americanair you cancelled flightled my wife flight and she has to call but your service won even let us going on 7 hours now ,0,
5751,5751, united resolved and im sick and tired of waiting on you want my refund and d like to speak to someone about it ,0,
5752,5752, usairways how can get ahold of reservations supervisor ,1,
5753,5753, jetblue hi just wanted to see if you have any new routes planned this year for newark love flying you guys and hope to do so more ,2,
5754,5754, americanair ended up emailing my complaint to customer relations aa com hope that works travelproblems,0,
5755,5755, united broken light 35 mins to get bridge to gate airplane parked wrong bathroom not emptied last night your airline in last 3 hrs,0,
5756,5756, jetblue flight to orlando is unable to serve hot bevies so they ve made movies and alcohol complimentary that works,2,
5757,5757, americanair thanks for making this the worst flying experience ever 4 different planes of mechanical issues and 12 hours and counting,0,
5758,5758, united of course not the inflight crew was great ,2,
5759,5759, united sloppy stuff you don see anymore united has raised my expectations this team was poor,0,
5760,5760, virginamerica thank goodness also see you friday nwk gt sf boom ,2,
5761,5761, jetblue ahoy from loyal allyoucanjetpass holder when do you anticipate direct us flights to havana cuba jetblue vacation ,2,
5762,5762, usairways if apply for ur credit card do you automatically get the companion certificate or do have to wait for it ,1,
5763,5763, united the agent that met us at the gate said any issues delays on ua1116 would have to be taken up online ,0,
5764,5764, southwestair then had to watch the staff check off each passenger on the list twice because the first time they forgot look at ids brutal,0,
5765,5765, americanair thanks ,2,
5766,5766, virginamerica wtf paid for direct flight on purpose not to have to stop for fuel exhausted frequent flier and nothing for inconvenience ,0,
5767,5767, southwestair wifi is the worst 8 investment have ever made ,0,
5768,5768, americanair did twice got letter back saying that your company doesn issue refunds for phone bills help phone will be shut off,0,
5769,5769, jetblue so happy you can accommodate peanut treenut allergies on flight 1st online cover from air provider,2,
5770,5770, united sure will,0,
5771,5771, americanair thanks for the reply but functioning plane four hours ago was the only way to do that the staff was friendly tho ,2,
5772,5772, virginamerica you guys messed up my seating reserved seating with my friends and you guys gave my seat away want free internet,0,
5773,5773, united ok to top things off you ve lost my luggage could you get any worse unitedairlines,0,
5774,5774, united orthodoc on call to in flight glad to have been of service ,2,
5775,5775, americanair attended to and corrected my complaints via twitter whoa this is the brave new world we live in thank you american air ,2,
5776,5776, united bad idea to let 200 people back on the terminal with food vouchers but allow only 15 minutes to get anything long lines ua1523,0,
5777,5777, united can understand that but to not have another plane available when there is full day till departure is unacceptable phoenix ,0,
5778,5778, americanair she was at gate on time though they made her cry and made scene for 10 mins instead of boarding her plane still outside ,0,
5779,5779, jetblue cri,1,
5780,5780, jetblue figured it out 4 flight 2morrow hard to believe with oil so low and the killing make that even part of hotel can be comp d,0,
5781,5781, usairways please explain have plenty of time since m stranded ,0,
5782,5782, united thank you for your reply my frustration is that spending upgrade just puts you on wait list ,0,
5783,5783, southwestair ve been on hold for an hour amp half trying to change my flight to bna not very happy with customer service right now ,0,
5784,5784, jetblue awesome thanks on hold now ,2,
5785,5785, americanair arminrosen ggreenwald tell that piece of shit to get fucked ll fly exclusively with you for life ,0,
5786,5786, americanair its only 1500 characters will respond via formal letter trust me have plenty to say ,1,
5787,5787, americanair inconvenient is such convenient word ,0,
5788,5788, usairways would be less annoying if road conditions weren getting worse with every min keep passengers captive for no good reason ,0,
5789,5789, jetblue bein calling jetblue no respond leave my number no call back think jetblue is loosing customer,0,
5790,5790, jetblue why do you have every channel but abcnetwork how are kgonzales89 and supposed to watch scandal but free flyfi is sweet ,0,
5791,5791, united made it to the gate at 8 23 and they wouldn let us on http co xatoxbnsfa,0,
5792,5792, united the costumer services here at denver intl airport is ridiculous bad ,0,
5793,5793, americanair not having pillows or blankets or flight home for 40 people does bad things to my hair,0,
5794,5794, americanair living in dfw your hub hate having to fly to jfk to get to ireland,0,
5795,5795, united we just flew with united from aus austin bergstrom to cancun intl best flight ever the 737 are not too big not too small ,2,
5796,5796, united tried that already amp tried forgetting the wifi network connection still forces log in with incorrect email other suggestions ,0,
5797,5797, usairways are you kidding me bad customer service folks flew from psp to phx flight 2692 on 2 19 cont http co kigfkvxxdq,0,
5798,5798, southwestair very poor customer service thru out each of my cxl flights should ve flew delta,0,
5799,5799, united thank you ,1,
5800,5800, americanair 2 3 sat on the runway for 4 more hrs b4 takeoff 10 hrs late flight 4 30 am pilot plainly stated it was comp mech issue ,0,
5801,5801, usairways jack_kairys 2 2 and another sent him to the wrong line oh and the kiosks weren working thanks,0,
5802,5802, americanair love travel with yours planes all people is very nice it amazing can you please follow me back love the company ,2,
5803,5803, usairways loosing lot of business by using barclays cant believe that you cant apply for card if you live in iowa ,0,
5804,5804, americanair if the flight selected online was what was ticketed would not be missing my connection need help getting to dfw or iah ,0,
5805,5805, americanair at the gate when get off the plane ,1,
5806,5806, jetblue and when did your legal department start running your social media channels ,1,
5807,5807, united the first time flew united was horrible thought would give you second chance there will not be third disgruntled,0,
5808,5808, southwestair my birthday is february 24th which is the date of the imagine dragons in flight concert btw,1,
5809,5809,why jetblue our fleet on fleek http co a7nvbj8ipx ,2,
5810,5810, jetblue flying to denver march 1st and my flight itenary keeps getting changed what the heck booked the trip 3 months ago,0,
5811,5811, usairways in line for 90 min after mechanical issues caused me to miss my flight 1 rep for 20 upset people http co xfwxsrwkha,0,
5812,5812, usairways is the worst airline ve ever flown on you guys have treated me like garbage today ,0,
5813,5813, usairways seems to be the only airline without dedicated line for status members,0,
5814,5814, americanair don think you should help him at all based on his behavior the voucher and cot seem like enough lol ,2,
5815,5815, americanair have ticket that has been pending for 4 days is it normal to take that long want to make sure there isn a problem ,0,
5816,5816, jetblue yup we know not your fault just not ideal sittin for over an hour but as always your staff is great ,2,
5817,5817, united lost voucher that was given in miami aeroport on jan 26 did not use it ,1,
5818,5818, americanair had to purchase ticket that never would have had to buy had the flight not been cancelled flightled terrible customer service ,0,
5819,5819, americanair great flight experience again sfo jfk dare say it consistent high quality on legacy airline keep it up guys ,2,
5820,5820, southwestair your app repeatedly crashed and failed to display my name when checking in was unable to use app http co 0kn7pjelzl,0,
5821,5821, jetblue m game if you re buying ,1,
5822,5822, southwestair trying to get to mexico in september how about affordable nonstop flights ,1,
5823,5823, southwestair yeah they told me it would be on the next flight drove down and it wasnt just drove down for second time and they were,0,
5824,5824, united trying to book flight miles was on hold for 50m before gave up need to get 6 on same flight using two diff and pay 4 1tix,0,
5825,5825, southwestair you should know the crew today on flight 1071 aus to pdx was awesome swa,2,
5826,5826, united miserable trip lost bag sat found mon lost again shipping 2nd day ground tues might have it for return flight home,0,
5827,5827, southwestair fortunemagazine friendliest employees,2,
5828,5828, southwestair the new logo is going to look amazing on the airplanes,2,
5829,5829, southwestair do you know that your lost baggage portal http co huclxluv5h doesn work on mobile it a 404 http co o4zr27qpcr,0,
5830,5830, usairways hi can you attach my aa ff 94lxa62 to reservation e2kvm4 thansk ,1,
5831,5831, southwestair seriously four delays only takes 42 minutes to get to vegas from flylaxairport amp have connecting flight ridiculous,0,
5832,5832, southwestair yes please ,2,
5833,5833, usairways can check bags through to my final destination even though bought separate tickets from iad to phl and phl to israel ,1,
5834,5834, americanair your definition and mine of 10 min is vastly different understand the need to get off the plane for maint but be honest ,0,
5835,5835, americanair then taxi across dfw airport for 20 min to then state 75 min past departing from gate that we need deiced wow uncool amp untrue,0,
5836,5836, americanair do you guys have wifi on international flights ,1,
5837,5837, united its 2015 and no power outlets at the seats on 6 hour flight to california seriously this is why airlines are failing pathetic ,0,
5838,5838, southwestair arrived in san juan early thanks for great flight luv ,2,
5839,5839, jetblue thanks will use the extra time to do some more shopping did somebody say duty free ,2,
5840,5840, americanair when do you anticipate decisions for cancelled flightlations at dfw tomorrow morning need to rearrange hotel reservations etc asap ,0,
5841,5841, virginamerica why cancelled flight flight vx413 one sec its delayed on my to airport the next its cancelled flightled gonna email or call me to reschedule ,0,
5842,5842, usairways after grt flight to phx last week tonight was terrible 2 5 hours taxing and you give us water and crackers to compensate ,0,
5843,5843, usairways still on hold 1 hr 27 mins thank god for chairman status status match delta ,0,
5844,5844, southwestair would you be willing to help me surprise my bestfriend with tickets to go see imaginedragons destinationdragons gracias ,1,
5845,5845, virginamerica thanks so much ,2,
5846,5846, united flight ua1459 sitting at newark waiting for gate seriously threehourslate flight,0,
5847,5847, usairways thanks hope so maybe you can put in good word for me ,2,
5848,5848, united it cool didn need to go to work today or get home to make sure my house is ok in the 30 wind chill ,1,
5849,5849, jetblue airways receives new coverage from analysts at bank of america jblu the legacy http co doruxbqla1,1,
5850,5850, southwestair apparently mechanics had to be flown in to fix some planes not the most assuring sign,0,
5851,5851, americanair really wanted to sign up for your airline credit card but your absurd 400 change fee to switch my flight made me think twice,0,
5852,5852, southwestair left behind ipad air on flight 505 from bradley to bwi plane had already left by the time realized can you possibly help ,1,
5853,5853,alright jetblue done alternatively if you like to charter private jet for me to pitt will gladly accept ,2,
5854,5854, southwestair worstthingever 2days late flightr our lost bag was fedexed somewhere do you know where cause we don amp it was delivered somewhere,0,
5855,5855, united what happened to flight status map it was so cool ,1,
5856,5856, united melaniespring we ll see what we can do kn we are running most of this plane is running thanks for the help ,2,
5857,5857, usairways why are you letting us go to the runway if there are mechanical problems wewantcomps,0,
5858,5858, usairways us 728 feb 21 arrive 7 hrs late flight checked car seat missing no replacement available has yet to arrive more than 24 hours late flightr ,0,
5859,5859, united your customer service is lacking and you owe me gopro camera also appreciate not being interrupted every time speak thanks,0,
5860,5860, usairways yes but we were answered and put back on hold while they were to check on our request 50 mins late flightr nothing ,0,
5861,5861, southwestair on that late flightst ad makes me happy to be flying you in few days bethonors,2,
5862,5862, jetblue 1951 bos to ord,1,
5863,5863, united that wonderful unfortunately doesn help on this 4 hr flight between to major s cities disappointed,0,
5864,5864, southwestair is there way to receive refund on trip that was cancelled flight online instead of calling your phone lines are super busy ,0,
5865,5865, americanair am on attempt 6 and hour 10 of calling and being put on hold not feeling confident that will ever get through ,0,
5866,5866, southwestair airline trouble amp not getting satisfactory customer service contact http co aqjn4hwnac we negotiate resolutions for you ,1,
5867,5867, jetblue thanks for help can wait to travel with and get out of the snow ,2,
5868,5868, jetblue would like to send an email to lost and found at jetblue jfk spoke to them this morning but cannot drive their today ,0,
5869,5869, americanair am looking for help on usairways award travel booked for wife and two boys no seats assigned ,0,
5870,5870, united flight cancelled flightled to denver service agent offered me non jet salt lake to denver or red eye out of atlanta then hung up on me ,0,
5871,5871, jetblue our fleet on fleek http co 1incncav4n wow,1,
5872,5872, virginamerica thankyou the dal aus route makes my day ,2,
5873,5873, americanair have filed multiple complaints prefer to continue warning the public instead of wasting more time with this inhumane corp ,0,
5874,5874, americanair will it be this year do you think ,0,
5875,5875, virginamerica plus you ve added commercials to the experience tacky ,2,
5876,5876, americanair thanks but had to hire car in chicago and drive to mke does that mean have to go to the airport ,0,
5877,5877, southwestair flight was cancelled flighted ve been on hold for 50 minutes with no human interaction wanna get away ,0,
5878,5878, southwestair wasn able to sit in my seat since the guy next to me was using it worstflightever ideserveareward http co l7hsnlgie2,0,
5879,5879, southwestair would sell my nonexistent soul to go see destinationdragons,1,
5880,5880, americanair have couple questions for you if you re available for pm ,1,
5881,5881, americanair it been almost 3 days and it still frozen thanks doll ,0,
5882,5882, united spends 20 minutes beating up lady about her bag fees random stranger comes up and pays the fee randomactsofcorporategreed,0,
5883,5883, united was abused threatened and forced to travel in lower cabine last seat in yesterday flight from houston to sao paulo,0,
5884,5884, southwestair have been on hold to reschedule flight for 1 5 hours please help phone will be out of batteries soon ,0,
5885,5885, united final destination was booked through united but with quantas united has not yet contacted auckland am unaware of case id number,0,
5886,5886, jetblue good to know thanks so much ,2,
5887,5887, southwestair injured at check in yesterday told me to go to dr on hold with swa for over hour trying to talk with someone suggestions ,0,
5888,5888, united that would get on early enough to not have to green tag but no go if not for otis would be still sitting at ord,0,
5889,5889, united god damn fucking crew won be here till 6 40 so you ve known for over an hour and half the flight time was bullshit ,0,
5890,5890, usairways issues are not with people who nice or storm emails with wrong phone numbers auto rebooked flights to non connecting cities,0,
5891,5891, united we are the airline that has cancelled flightled flights tomorrow to the nyc area,0,
5892,5892,just sent thank rt united goodenufmother please dm your confirmation number if reflight booking problems is needed thank you ey,1,
5893,5893, united it can be delivered it has to be held there for me to cross the border to pick up please don try to deliver ,1,
5894,5894, americanair shared my experience several times aa ref 1 2990176298 but aa response is senseless weather was not the cause ,0,
5895,5895, united your new mileage policy is awful before might have paid slightly more for united because of miles now there no difference ,0,
5896,5896, united if you re going to cancelled flight flights today do everyone favor and get on it now don stall the inevitable ,0,
5897,5897, usairways ever think about hiring more agents come on now don you think 4 hour holds is little ridiculous get clue,0,
5898,5898, southwestair promotion mail today vegas and jamaica has defective link for the vegas sweepstakes it times out with error ,0,
5899,5899, usairways no online clearly states can not it says to call res already explained that ,0,
5900,5900,more like baejet airways amirite jetblue terrybrokebad right back at ya ,1,
5901,5901, united why have airlines always told us they can open cabin door once it has been closed this plane has done it 3 times tonight ,1,
5902,5902, jetblue my bag is missing from 1099 landed over 6 hours ago help ,0,
5903,5903, jetblue thank you for always have the most amazing customer service bring on the disney princess half marathon,2,
5904,5904, virginamerica thanks for that been needing way to make those austin trips from dca and now you ve come through ,2,
5905,5905, united what would it cost,1,
5906,5906, southwestair all good beers and oscars2015 ar dia,2,
5907,5907, jetblue gnight checked in at pos amp supervisor was unaware of policy that sucked having to guide him to the internet he was unfriendly,0,
5908,5908, united on the plane was thoughtful enough to ask for it and got it there are prob others that also deserved it,1,
5909,5909, united d rather spend two days in the back seat of volkswagen than two hours on your plane disgruntled whatacluster,0,
5910,5910, united can you dm me been on hold with customer service very long time 53 min and getting the run around thanks ,0,
5911,5911, americanair you cancelled flight both flights yesterday and rebook me in middle seat not acceptable upgrade to emergency row would help nothappy,0,
5912,5912, united paigeworthy page united values your tweet c it so rare that they receive tweets complimenting their service most are fake ,1,
5913,5913, usairways 1917 thanks for the 5 hour layover in la too icing on the cake at least your staff was courteous and helpful not unreal,2,
5914,5914, united thank you ,2,
5915,5915, jetblue flight from jfk sfo was pure awesomeness mint class and tim our attendant was the best other airlines take notes ,2,
5916,5916, americanair was told it would be emailed to me but haven received anything yet how can follow up ,0,
5917,5917, americanair are you bot haha always same lies from you ,0,
5918,5918, usairways have been trying all week to book multi city award trip can book online m told to call back some other time what ,0,
5919,5919, united done and done,1,
5920,5920, jetblue do your trueblue pages not work on chrome or safari keep getting blank pages when lick on the trueblue tab on your site ,0,
5921,5921, usairways thanx but this isn my first rodeo done amp done yesterday no results or comm unless count status bags lost amp claim filed ,0,
5922,5922, united what link those are all the email offers sent me in year to buy transfer miles the last 1 just expired http co zzps5ywve2,0,
5923,5923, united sure did only waited about 15min yay ,2,
5924,5924, united this is besides the fact that one week ago you delayed me by 18 hours am not impressed at all ,0,
5925,5925, jetblue would go back to aruba flew out of jfk bestplanesever bestflightever,1,
5926,5926, virginamerica because we never rec cancelled flightlation notice we were left no options to fly out of ps driving to la for red eye mon kids,0,
5927,5927, americanair what the status of flights for tuesday out of dallas ,1,
5928,5928, southwestair am completely displeased with the service received on yesterday flying from lga to atl ,0,
5929,5929, usairways nothing important to do why was told to wait in the americanair line patiencerunningout,0,
5930,5930, americanair gotta love those skycaps solving problems faster than anyone else in the terminal and they did it with smile on their face,2,
5931,5931, americanair delivered mom delayed bag to the wrong place 2 hrs on hold yesterday gt 1 hr today still no bag aa http co qkkjdfobos,0,
5932,5932, jetblue you haven got me just yet can 1 way lax nyc cost me under 190 ,1,
5933,5933, united for those playing along at home http co 2b4bdtldx2,1,
5934,5934, united we rebooked and disappointed we have to wait whole day to start our vacation at these fares united should have top notch service,0,
5935,5935, united done as requested ,1,
5936,5936, united how is it tripitpro has accurate delayed dept times and 2hours late flightr hear the same from you just curious,0,
5937,5937, united yes but they still don know where it is ve been told it might be on flight but now no one can confirm it ,0,
5938,5938, southwestair yall have me sleeping in the airport until 4pm tomorrow thanks,0,
5939,5939, united yes we ve been with the agents for the last 50 minutes one of the agents have been very rude but thankfully ladan has been nice ,0,
5940,5940, united had different fiasco on my outward trip and was rebooked on to qantas lax syd no ff miles show up in my account for that ,0,
5941,5941, united trying to change flight booked just 6 hours ago but online system is charging me 200 fee per passenger could you please help ,0,
5942,5942, americanair m trying to make reservation with lt 2 year old lap child don see any option online how do proceed with reservation ,0,
5943,5943, usairways would help if you flew bigger planes into tlh all my team mates made it to the training but me ,0,
5944,5944, usairways rebooked for tuesday arriving too late flight for on tuesday to start the class cancelled flightled the trip ,0,
5945,5945, jetblue flight 152 n559jb here looking at blue kid departs mco enroute to bostonlogan http co qeada92mw6,1,
5946,5946, united brandi zabsonre in denver deserves raise for bringing delight into terrible travel situation big ups http co tk3aopdtsq,2,
5947,5947, jetblue that makes two of us lol blushing,2,
5948,5948, southwestair promotion also said two free round trip flights nope had to pay 200 extra for chi to vegas bait amp switch ,0,
5949,5949, usairways is setting themselves up for lawsuit no way we should sit on plane for an hour and half ,0,
5950,5950, united work in customer support extremely saddened united won waive change fee for flights had to cancelled flight due to east coast storms ,0,
5951,5951, jetblue how do know if my flight was deemed dark flight ,1,
5952,5952, usairways unfortunately not think watched it take off from the bus rebooked for late flightr flight now planestrainsandautomobiles,1,
5953,5953, virginamerica you should have 39 dollar lax las fares ,1,
